PDB	Experimental Method	Resolution	Uniprot	Coverage	Length	Coverage (%)	Reviewed
1CHO	X-ray diffraction	1.8	P00766	131	245.0	53.46938775510204	reviewed
1CHO	X-ray diffraction	1.8	P68390	56	185.0	30.270270270270274	reviewed
1PPF	X-ray diffraction	1.8	P08246	218	267.0	81.64794007490637	reviewed
1PPF	X-ray diffraction	1.8	P68390	56	185.0	30.270270270270274	reviewed
1R0R	X-ray diffraction	1.1	P00780	274	379.0	72.29551451187335	reviewed
1R0R	X-ray diffraction	1.1	P68390	51	185.0	27.56756756756757	reviewed
3SGB	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	reviewed
3SGB	X-ray diffraction	1.8	P68390	56	185.0	30.270270270270274	reviewed
1SMF	X-ray diffraction	2.1	P00760	223	246.0	90.65040650406505	reviewed
1SMF	X-ray diffraction	2.1	P01062	22	72.0	30.555555555555557	reviewed
1FY8	X-ray diffraction	1.7	P00763	231	246.0	93.90243902439023	reviewed
1FY8	X-ray diffraction	1.7	P00974	58	100.0	57.99999999999999	reviewed
3TGK	X-ray diffraction	1.7	P00763	230	246.0	93.4959349593496	reviewed
3TGK	X-ray diffraction	1.7	P00974	65	100.0	65.0	reviewed
1F5R	X-ray diffraction	1.65	P00763	230	246.0	93.4959349593496	reviewed
1F5R	X-ray diffraction	1.65	P00974	65	100.0	65.0	reviewed
3BTD	X-ray diffraction	1.9	P00760	223	246.0	90.65040650406505	reviewed
3BTD	X-ray diffraction	1.9	P00974	58	100.0	57.99999999999999	reviewed
3BTE	X-ray diffraction	1.85	P00760	223	246.0	90.65040650406505	reviewed
3BTE	X-ray diffraction	1.85	P00974	58	100.0	57.99999999999999	reviewed
3BTF	X-ray diffraction	1.8	P00760	223	246.0	90.65040650406505	reviewed
3BTF	X-ray diffraction	1.8	P00974	58	100.0	57.99999999999999	reviewed
3BTG	X-ray diffraction	1.9	P00760	223	246.0	90.65040650406505	reviewed
3BTG	X-ray diffraction	1.9	P00974	58	100.0	57.99999999999999	reviewed
3BTH	X-ray diffraction	1.75	P00760	223	246.0	90.65040650406505	reviewed
3BTH	X-ray diffraction	1.75	P00974	58	100.0	57.99999999999999	reviewed
3BTM	X-ray diffraction	1.8	P00760	223	246.0	90.65040650406505	reviewed
3BTM	X-ray diffraction	1.8	P00974	58	100.0	57.99999999999999	reviewed
3BTQ	X-ray diffraction	1.9	P00760	223	246.0	90.65040650406505	reviewed
3BTQ	X-ray diffraction	1.9	P00974	58	100.0	57.99999999999999	reviewed
3BTW	X-ray diffraction	2.05	P00760	223	246.0	90.65040650406505	reviewed
3BTW	X-ray diffraction	2.05	P00974	58	100.0	57.99999999999999	reviewed
1A4Y	X-ray diffraction	2.0	P13489	460	461.0	99.78308026030369	reviewed
1A4Y	X-ray diffraction	2.0	P03950	123	147.0	83.6734693877551	reviewed
1Z7X	X-ray diffraction	1.95	P13489	461	461.0	100.0	reviewed
1Z7X	X-ray diffraction	1.95	P07998	128	156.0	82.05128205128204	reviewed
1A22	X-ray diffraction	2.6	P01241	191	217.0	88.0184331797235	reviewed
1A22	X-ray diffraction	2.6	P10912	238	638.0	37.30407523510972	reviewed
1BP3	X-ray diffraction	2.9	P01241	191	217.0	88.0184331797235	reviewed
1BP3	X-ray diffraction	2.9	P16471	211	622.0	33.92282958199357	reviewed
3MZG	X-ray diffraction	2.1	P01236	185	227.0	81.4977973568282	reviewed
3MZG	X-ray diffraction	2.1	P16471	210	622.0	33.762057877813504	reviewed
3N06	X-ray diffraction	2.0	P01236	185	227.0	81.4977973568282	reviewed
3N06	X-ray diffraction	2.0	P16471	210	622.0	33.762057877813504	reviewed
3N0P	X-ray diffraction	2.1	P01236	185	227.0	81.4977973568282	reviewed
3N0P	X-ray diffraction	2.1	P16471	210	622.0	33.762057877813504	reviewed
3NCB	X-ray diffraction	2.1	P01236	185	227.0	81.4977973568282	reviewed
3NCB	X-ray diffraction	2.1	P16471	210	622.0	33.762057877813504	reviewed
3NCC	X-ray diffraction	2.5	P01236	185	227.0	81.4977973568282	reviewed
3NCC	X-ray diffraction	2.5	P16471	210	622.0	33.762057877813504	reviewed
1F47	X-ray diffraction	1.95	P0A9A6	17	383.0	4.43864229765013	reviewed
1F47	X-ray diffraction	1.95	P77173	144	328.0	43.90243902439025	reviewed
1FCC	X-ray diffraction	3.2	P01857	206	399.0	51.62907268170426	reviewed
1FCC	X-ray diffraction	3.2	P19909	56	593.0	9.443507588532883	reviewed
1GC1	X-ray diffraction	2.5	P01730	185	458.0	40.39301310043668	reviewed
1GC1	X-ray diffraction	2.5	P04578	163	856.0	19.042056074766357	reviewed
1DAN	X-ray diffraction	2.0	P08709	254	466.0	54.506437768240346	reviewed
1DAN	X-ray diffraction	2.0	P13726	121	295.0	41.01694915254237	reviewed
3HFM	X-ray diffraction	3.0	P01837	107	107.0	100.0	reviewed
3HFM	X-ray diffraction	3.0	P00698	129	147.0	87.75510204081633	reviewed
1HE8	X-ray diffraction	3.0	P48736	959	1102.0	87.02359346642469	reviewed
1HE8	X-ray diffraction	3.0	P01112	166	189.0	87.83068783068782	reviewed
1MAH	X-ray diffraction	3.2	P21836	543	614.0	88.43648208469055	reviewed
1MAH	X-ray diffraction	3.2	P0C1Z0	61	61.0	100.0	reviewed
1H9D	X-ray diffraction	2.6	Q01196	134	453.0	29.58057395143488	reviewed
1H9D	X-ray diffraction	2.6	Q13951	134	182.0	73.62637362637363	reviewed
1GRN	X-ray diffraction	2.1	P60953	191	191.0	100.0	reviewed
1GRN	X-ray diffraction	2.1	Q07960	203	439.0	46.24145785876993	reviewed
1GL1	X-ray diffraction	2.1	P00766	245	245.0	100.0	reviewed
1GL1	X-ray diffraction	2.1	P80060	36	92.0	39.130434782608695	reviewed
1GL0	X-ray diffraction	3.0	P00766	245	245.0	100.0	reviewed
1GL0	X-ray diffraction	3.0	P80060	35	92.0	38.04347826086957	reviewed
1FFW	X-ray diffraction	2.7	P0AE67	128	129.0	99.2248062015504	reviewed
1FFW	X-ray diffraction	2.7	P07363	134	654.0	20.489296636085626	reviewed
1P6A	X-ray diffraction	2.9	P36711	185	587.0	31.51618398637138	reviewed
1P6A	X-ray diffraction	2.9	P78310	123	365.0	33.6986301369863	reviewed
1KAC	X-ray diffraction	2.6	P36711	185	587.0	31.51618398637138	reviewed
1KAC	X-ray diffraction	2.6	P78310	124	365.0	33.97260273972603	reviewed
2J1K	X-ray diffraction	2.3	P78310	128	365.0	35.06849315068493	reviewed
2J1K	X-ray diffraction	2.3	Q65914	186	542.0	34.31734317343174	reviewed
2NU4	X-ray diffraction	1.75	P00777	185	299.0	61.87290969899666	reviewed
2NU4	X-ray diffraction	1.75	P68390	51	185.0	27.56756756756757	reviewed
1P69	X-ray diffraction	3.1	P36711	185	587.0	31.51618398637138	reviewed
1P69	X-ray diffraction	3.1	P78310	123	365.0	33.6986301369863	reviewed
1CT4	X-ray diffraction	1.6	P00777	185	299.0	61.87290969899666	reviewed
1CT4	X-ray diffraction	1.6	P68390	51	185.0	27.56756756756757	reviewed
1CT0	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	reviewed
1CT0	X-ray diffraction	1.8	P68390	51	185.0	27.56756756756757	reviewed
1CSO	X-ray diffraction	1.9	P00777	185	299.0	61.87290969899666	reviewed
1CSO	X-ray diffraction	1.9	P68390	51	185.0	27.56756756756757	reviewed
2SGP	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	reviewed
2SGP	X-ray diffraction	1.8	P68390	51	185.0	27.56756756756757	reviewed
3BTT	X-ray diffraction	1.9	P00760	223	246.0	90.65040650406505	reviewed
3BTT	X-ray diffraction	1.9	P00974	58	100.0	57.99999999999999	reviewed
1SGQ	X-ray diffraction	1.9	P00777	185	299.0	61.87290969899666	reviewed
1SGQ	X-ray diffraction	1.9	P68390	51	185.0	27.56756756756757	reviewed
1SGE	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	reviewed
1SGE	X-ray diffraction	1.8	P68390	51	185.0	27.56756756756757	reviewed
1SGN	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	reviewed
1SGN	X-ray diffraction	1.8	P68390	51	185.0	27.56756756756757	reviewed
3QFJ	X-ray diffraction	2.29	P04439	275	365.0	75.34246575342466	reviewed
3QFJ	X-ray diffraction	2.29	P61769	99	119.0	83.19327731092437	reviewed
1FSS	X-ray diffraction	3.0	P04058	537	586.0	91.6382252559727	reviewed
1FSS	X-ray diffraction	3.0	P0C1Z0	61	61.0	100.0	reviewed
5F4E	X-ray diffraction	2.4	Q8IYV9	233	350.0	66.57142857142857	reviewed
5F4E	X-ray diffraction	2.4	A6ND01	209	250.0	83.6	reviewed
4G2V	X-ray diffraction	2.4	Q8VDU0	336	679.0	49.48453608247423	reviewed
4G2V	X-ray diffraction	2.4	Q5SYB0	38	1578.0	2.4081115335868186	reviewed
3SF4	X-ray diffraction	2.6	P81274	402	684.0	58.77192982456141	reviewed
3SF4	X-ray diffraction	2.6	Q1MX18	47	579.0	8.117443868739207	reviewed
4WND	X-ray diffraction	1.5	P81274	402	684.0	58.77192982456141	reviewed
4WND	X-ray diffraction	1.5	Q14CM0	48	1322.0	3.6308623298033282	reviewed
2SGQ	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	reviewed
2SGQ	X-ray diffraction	1.8	P68390	51	185.0	27.56756756756757	reviewed
1CT2	X-ray diffraction	1.65	P00777	185	299.0	61.87290969899666	reviewed
1CT2	X-ray diffraction	1.65	P68390	51	185.0	27.56756756756757	reviewed
1,00 SGD	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	reviewed
1,00 SGD	X-ray diffraction	1.8	P68390	51	185.0	27.56756756756757	reviewed
1SGP	X-ray diffraction	1.4	P00777	185	299.0	61.87290969899666	reviewed
1SGP	X-ray diffraction	1.4	P68390	51	185.0	27.56756756756757	reviewed
2NU1	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	reviewed
2NU1	X-ray diffraction	1.8	P68436	51	56.0	91.07142857142857	reviewed
1SGY	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	reviewed
1SGY	X-ray diffraction	1.8	P68390	51	185.0	27.56756756756757	reviewed
2NU0	X-ray diffraction	1.95	P00777	185	299.0	61.87290969899666	reviewed
2NU0	X-ray diffraction	1.95	P68436	51	56.0	91.07142857142857	reviewed
4P5T	X-ray diffraction	3.263	P14434	182	256.0	71.09375	reviewed
4P5T	X-ray diffraction	3.263	P14483	195	265.0	73.58490566037736	reviewed
4P23	X-ray diffraction	2.25	P14434	179	256.0	69.921875	reviewed
4P23	X-ray diffraction	2.25	P14483	189	265.0	71.32075471698113	reviewed
3C60	X-ray diffraction	3.05	P14434	182	256.0	71.09375	reviewed
3C60	X-ray diffraction	3.05	P14483	189	265.0	71.32075471698113	reviewed
2C5D	X-ray diffraction	3.3	Q14393	418	678.0	61.6519174041298	reviewed
2C5D	X-ray diffraction	3.3	P30530	195	894.0	21.812080536912752	reviewed
4X4M	X-ray diffraction	3.485	P01857	217	399.0	54.385964912280706	reviewed
4X4M	X-ray diffraction	3.485	P12314	269	374.0	71.92513368983957	reviewed
4RA0	X-ray diffraction	3.07	Q14393	401	678.0	59.14454277286135	reviewed
4RA0	X-ray diffraction	3.07	P30530	195	894.0	21.812080536912752	reviewed
4Y61	X-ray diffraction	3.358	Q64487	391	1912.0	20.44979079497908	reviewed
4Y61	X-ray diffraction	3.358	Q810C0	266	846.0	31.44208037825059	reviewed
1QSE	X-ray diffraction	2.8	P04439	274	365.0	75.06849315068493	reviewed
1QSE	X-ray diffraction	2.8	P61769	100	119.0	84.03361344537815	reviewed
3BX1	X-ray diffraction	1.85	P29600	269	269.0	100.0	reviewed
3BX1	X-ray diffraction	1.85	P07596	181	203.0	89.16256157635468	reviewed
2OI9	X-ray diffraction	2.35	P01897	179	362.0	49.447513812154696	reviewed
2OI9	X-ray diffraction	2.35	P01738	110	130.0	84.61538461538461	reviewed
2OI9	X-ray diffraction	2.35	A2NTY6	110			reviewed
1B41	X-ray diffraction	2.76	P22303	539	614.0	87.78501628664495	reviewed
1B41	X-ray diffraction	2.76	P0C1Z0	61	61.0	100.0	reviewed
3UIG	X-ray diffraction	2.4	O15392	142	142.0	100.0	reviewed
3UIG	X-ray diffraction	2.4	P68431	15	136.0	11.029411764705882	reviewed
4MYW	X-ray diffraction	3.189	P03172	285	393.0	72.51908396946564	reviewed
4MYW	X-ray diffraction	3.189	Q15223	306	517.0	59.18762088974855	reviewed
3U82	X-ray diffraction	3.164	Q69091	285	394.0	72.33502538071066	reviewed
3U82	X-ray diffraction	3.164	Q15223	306	517.0	59.18762088974855	reviewed
4NZW	X-ray diffraction	3.583	Q9Y376	327	341.0	95.89442815249268	reviewed
4NZW	X-ray diffraction	3.583	O00506	293	426.0	68.7793427230047	reviewed
4NM8	X-ray diffraction	4.0041	Q91MA7	319	566.0	56.360424028268554	reviewed
4NM8	X-ray diffraction	4.0041	S6C4S0	224			reviewed
4NM8	X-ray diffraction	4.0041	P01834	107	107.0	100.0	reviewed
1XGP	X-ray diffraction	2.1	P01837	107	107.0	100.0	reviewed
1XGP	X-ray diffraction	2.1	P00698	129	147.0	87.75510204081633	reviewed
1XGQ	X-ray diffraction	2.1	P01837	107	107.0	100.0	reviewed
1XGQ	X-ray diffraction	2.1	P00698	129	147.0	87.75510204081633	reviewed
1XGU	X-ray diffraction	2.1	P01837	107	107.0	100.0	reviewed
1XGU	X-ray diffraction	2.1	P00698	129	147.0	87.75510204081633	reviewed
3Q8D	X-ray diffraction	2.3	P0A7H3	242	242.0	100.0	reviewed
3Q8D	X-ray diffraction	2.3	P0AGE0	9			reviewed
2AW2	X-ray diffraction	2.8	Q7Z6A9	112	289.0	38.75432525951557	reviewed
2AW2	X-ray diffraction	2.8	Q92956	104	283.0	36.74911660777385	reviewed
3KBH	X-ray diffraction	3.31	Q9BYF1	597	805.0	74.16149068322981	reviewed
3KBH	X-ray diffraction	3.31	Q6Q1S2	136	1356.0	10.029498525073747	reviewed
3R9A	X-ray diffraction	2.35	P21549	392	392.0	100.0	reviewed
3R9A	X-ray diffraction	2.35	P50542	325	639.0	50.86071987480438	reviewed
4FZA	X-ray diffraction	3.15	Q9Y376	324	341.0	95.01466275659824	reviewed
4FZA	X-ray diffraction	3.15	Q9P289	280	416.0	67.3076923076923	reviewed
3B4V	X-ray diffraction	2.48	P08476	116	426.0	27.230046948356808	reviewed
3B4V	X-ray diffraction	2.48	O95633	237	263.0	90.11406844106465	reviewed
2B0U	X-ray diffraction	2.8	P08476	116	426.0	27.230046948356808	reviewed
2B0U	X-ray diffraction	2.8	P19883	288	344.0	83.72093023255815	reviewed
3HH2	X-ray diffraction	2.15	O08689	109	376.0	28.98936170212766	reviewed
3HH2	X-ray diffraction	2.15	P19883	288	344.0	83.72093023255815	reviewed
3UII	X-ray diffraction	2.6	O15392	142	142.0	100.0	reviewed
3UII	X-ray diffraction	2.6	P68431	10	136.0	7.352941176470589	reviewed
3LB6	X-ray diffraction	3.05	P35225	132	146.0	90.41095890410958	reviewed
3LB6	X-ray diffraction	3.05	Q14627	380	380.0	100.0	reviewed
3RF3	X-ray diffraction	1.61	P18206	258	1134.0	22.75132275132275	reviewed
3RF3	X-ray diffraction	1.61	P18010	25	633.0	3.949447077409163	reviewed
4O27	X-ray diffraction	3.185	Q9Y376	323	341.0	94.72140762463343	reviewed
4O27	X-ray diffraction	3.185	Q9Y6E0	280	443.0	63.20541760722348	reviewed
4OFY	X-ray diffraction	3.3	B1Q236	253	730.0	34.657534246575345	reviewed
4OFY	X-ray diffraction	3.3	Q9U3P2	411	1270.0	32.36220472440945	reviewed
2DVW	X-ray diffraction	2.3	Q9Z2X2	231	231.0	100.0	reviewed
2DVW	X-ray diffraction	2.3	P43686	82	418.0	19.617224880382775	reviewed
3F1S	X-ray diffraction	2.3	Q9UK55	385	444.0	86.71171171171171	reviewed
3F1S	X-ray diffraction	2.3	P22891	276	400.0	69.0	reviewed
3M63	X-ray diffraction	2.4	P54860	961	961.0	100.0	reviewed
3M63	X-ray diffraction	2.4	P48510	75	373.0	20.10723860589812	reviewed
3M62	X-ray diffraction	2.4	P54860	961	961.0	100.0	reviewed
3M62	X-ray diffraction	2.4	P32628	84	398.0	21.105527638190953	reviewed
3,00 SEK	X-ray diffraction	2.401	O08689	109	376.0	28.98936170212766	reviewed
3,00 SEK	X-ray diffraction	2.401	O95633	209	263.0	79.46768060836501	reviewed
1C4Z	X-ray diffraction	2.6	Q05086	358	875.0	40.91428571428571	reviewed
1C4Z	X-ray diffraction	2.6	P68036	154	154.0	100.0	reviewed
3MZW	X-ray diffraction	2.9	P04626	624	1255.0	49.721115537848604	reviewed
3MZW	X-ray diffraction	2.9	P38507	58	508.0	11.41732283464567	reviewed
3S9D	X-ray diffraction	1.9999	P01563	165	188.0	87.7659574468085	reviewed
3S9D	X-ray diffraction	1.9999	P48551	196	515.0	38.05825242718446	reviewed
2B2X	X-ray diffraction	2.2	P18614	214	1180.0	18.135593220338983	reviewed
2B2X	X-ray diffraction	2.2	P01868	102	324.0	31.48148148148148	reviewed
4LRX	X-ray diffraction	3.25	P76015	356	356.0	100.0	reviewed
4LRX	X-ray diffraction	3.25	P76016	318	639.0	49.76525821596244	reviewed
4JEU	X-ray diffraction	3.2	P61765	590	594.0	99.32659932659934	reviewed
4JEU	X-ray diffraction	3.2	P32851	242	288.0	84.02777777777779	reviewed
4J2L	X-ray diffraction	3.15	P54253	127	815.0	15.58282208588957	reviewed
4J2L	X-ray diffraction	3.15	Q96RK0	26	2517.0	1.0329757647993643	reviewed
4HSA	X-ray diffraction	3.15	Q16552	122	155.0	78.70967741935485	reviewed
4HSA	X-ray diffraction	3.15	Q96F46	286	866.0	33.02540415704388	reviewed
4GNK	X-ray diffraction	4.0	P21279	353	359.0	98.32869080779945	reviewed
4GNK	X-ray diffraction	4.0	Q01970	1225	1234.0	99.27066450567261	reviewed
4EKD	X-ray diffraction	2.71	P21279	342	359.0	95.26462395543176	reviewed
4EKD	X-ray diffraction	2.71	P41220	132	211.0	62.55924170616114	reviewed
1E+50	X-ray diffraction	2.6	Q01196	134	453.0	29.58057395143488	reviewed
1E+50	X-ray diffraction	2.6	Q13951	134	182.0	73.62637362637363	reviewed
4BFI	X-ray diffraction	3.22	Q9ES57	203	326.0	62.26993865030674	reviewed
4BFI	X-ray diffraction	3.22	O54901	202	278.0	72.66187050359713	reviewed
1WQJ	X-ray diffraction	1.6	P22692	80	258.0	31.007751937984494	reviewed
1WQJ	X-ray diffraction	1.6	P05019	70	195.0	35.8974358974359	reviewed
4E6K	X-ray diffraction	2.0	Q9HY79	158	158.0	100.0	reviewed
4E6K	X-ray diffraction	2.0	Q9HY80	73	73.0	100.0	reviewed
1KNE	X-ray diffraction	2.4	P05205	60	206.0	29.126213592233007	reviewed
1KNE	X-ray diffraction	2.4	P02299	16	136.0	11.76470588235294	reviewed
2KSO	Solution NMR		P29317	65	976.0	6.659836065573771	reviewed
2KSO	Solution NMR		O15357	59	1258.0	4.6899841017488075	reviewed
1KBH	Solution NMR		Q9Y6Q9	47	1424.0	3.300561797752809	reviewed
1KBH	Solution NMR		P45481	59	2441.0	2.417042195821385	reviewed
4L0P	X-ray diffraction	2.26	P29320	173	983.0	17.59918616480163	reviewed
4L0P	X-ray diffraction	2.26	P52803	140	228.0	61.40350877192983	reviewed
5TAR	X-ray diffraction	1.9	P01116	184	189.0	97.35449735449735	reviewed
5TAR	X-ray diffraction	1.9	O43924	148	150.0	98.66666666666667	reviewed
3EG5	X-ray diffraction	2.7	P60766	178	191.0	93.19371727748691	reviewed
3EG5	X-ray diffraction	2.7	O08808	383	1255.0	30.51792828685259	reviewed
1YCS	X-ray diffraction	2.2	P04637	199	393.0	50.63613231552163	reviewed
1YCS	X-ray diffraction	2.2	Q13625	203	1128.0	17.99645390070922	reviewed
1C1Y	X-ray diffraction	1.9	P62834	167	184.0	90.76086956521739	reviewed
1C1Y	X-ray diffraction	1.9	P04049	77	648.0	11.882716049382717	reviewed
3KUD	X-ray diffraction	2.15	P01112	166	189.0	87.83068783068782	reviewed
3KUD	X-ray diffraction	2.15	P04049	81	648.0	12.5	reviewed
1K8R	X-ray diffraction	3.0	P01112	166	189.0	87.83068783068782	reviewed
1K8R	X-ray diffraction	3.0	P28829	110	659.0	16.69195751138088	reviewed
1BRS	X-ray diffraction	2.0	P00648	110	157.0	70.06369426751591	reviewed
1BRS	X-ray diffraction	2.0	P11540	89	90.0	98.88888888888889	reviewed
1IAR	X-ray diffraction	2.3	P05112	129	153.0	84.31372549019608	reviewed
1IAR	X-ray diffraction	2.3	P24394	207	825.0	25.09090909090909	reviewed
2SIC	X-ray diffraction	1.8	P00782	275	382.0	71.98952879581152	reviewed
2SIC	X-ray diffraction	1.8	P01006	107	144.0	74.30555555555556	reviewed
1Y1K	X-ray diffraction	1.56	P00782	275	382.0	71.98952879581152	reviewed
1Y1K	X-ray diffraction	1.56	Q40059	64			reviewed
1Y33	X-ray diffraction	1.8	P00782	275	382.0	71.98952879581152	reviewed
1Y33	X-ray diffraction	1.8	Q40059	64			reviewed
1Y34	X-ray diffraction	1.55	P00782	275	382.0	71.98952879581152	reviewed
1Y34	X-ray diffraction	1.55	Q40059	64			reviewed
1Y3B	X-ray diffraction	1.8	P00782	275	382.0	71.98952879581152	reviewed
1Y3B	X-ray diffraction	1.8	Q40059	64			reviewed
1Y3C	X-ray diffraction	1.69	P00782	275	382.0	71.98952879581152	reviewed
1Y3C	X-ray diffraction	1.69	Q40059	64			reviewed
1Y48	X-ray diffraction	1.84	P00782	275	382.0	71.98952879581152	reviewed
1Y48	X-ray diffraction	1.84	Q40059	64			reviewed
1Y3D	X-ray diffraction	1.8	P00782	275	382.0	71.98952879581152	reviewed
1Y3D	X-ray diffraction	1.8	Q40059	64			reviewed
1TM4	X-ray diffraction	1.7	P00782	275	382.0	71.98952879581152	reviewed
1TM4	X-ray diffraction	1.7	Q40059	64			reviewed
1TM5	X-ray diffraction	1.45	P00782	275	382.0	71.98952879581152	reviewed
1TM5	X-ray diffraction	1.45	Q40059	64			reviewed
1TM3	X-ray diffraction	1.57	P00782	275	382.0	71.98952879581152	reviewed
1TM3	X-ray diffraction	1.57	Q40059	64			reviewed
1TM7	X-ray diffraction	1.59	P00782	275	382.0	71.98952879581152	reviewed
1TM7	X-ray diffraction	1.59	Q40059	64			reviewed
1TMG	X-ray diffraction	1.67	P00782	275	382.0	71.98952879581152	reviewed
1TMG	X-ray diffraction	1.67	Q40059	64			reviewed
1TO1	X-ray diffraction	1.68	P00782	275	382.0	71.98952879581152	reviewed
1TO1	X-ray diffraction	1.68	Q40059	64			reviewed
3EQS	X-ray diffraction	1.65	Q00987	85	491.0	17.311608961303463	reviewed
3LNZ	X-ray diffraction	1.95	Q00987	85	491.0	17.311608961303463	reviewed
3EQY	X-ray diffraction	1.63	O15151	85	490.0	17.346938775510203	reviewed
5K39	X-ray diffraction	1.98	Q06853	160	688.0	23.25581395348837	reviewed
5K39	X-ray diffraction	1.98	A3DGE8	164			reviewed
5XCO	X-ray diffraction	1.25	P01116	169	189.0	89.41798941798942	reviewed
5UFE	X-ray diffraction	2.302	P01116	166	189.0	87.83068783068782	reviewed
5UFQ	X-ray diffraction	2.199	P01116	166	189.0	87.83068783068782	reviewed
3W2D	X-ray diffraction	3.1	P01552	239	266.0	89.84962406015038	reviewed
4KRL	X-ray diffraction	2.849	P00533	204	1210.0	16.859504132231404	reviewed
4,00 KRO	X-ray diffraction	3.054	P00533	618	1210.0	51.074380165289256	reviewed
4KRP	X-ray diffraction	2.823	P00533	613	1210.0	50.66115702479339	reviewed
2NYY	X-ray diffraction	2.61	P0DPI1	1295	1296.0	99.92283950617285	reviewed
2NZ9	X-ray diffraction	3.79	P0DPI1	1295	1296.0	99.92283950617285	reviewed
2BDN	X-ray diffraction	2.53	P13500	76	99.0	76.76767676767676	reviewed
1JTD	X-ray diffraction	2.3	P62593	263	286.0	91.95804195804196	reviewed
1JTD	X-ray diffraction	2.3	O87916	273			reviewed
3WWN	X-ray diffraction	1.85	O50147	269	269.0	100.0	reviewed
3WWN	X-ray diffraction	1.85	Q9ZND7	54			reviewed
4I77	X-ray diffraction	1.9	P35225	112	146.0	76.71232876712328	reviewed
3L5X	X-ray diffraction	1.9	P35225	112	146.0	76.71232876712328	reviewed
4JPK	X-ray diffraction	2.4	P04578	116	856.0	13.551401869158877	reviewed
1BJ1	X-ray diffraction	2.4	P15692	102	395.0	25.82278481012658	reviewed
1CZ8	X-ray diffraction	2.4	P15692	94	395.0	23.79746835443038	reviewed
1MHP	X-ray diffraction	2.8	P18614	192	1180.0	16.271186440677965	reviewed
3G6D	X-ray diffraction	3.2	P35225	112	146.0	76.71232876712328	reviewed
1XGR	X-ray diffraction	2.1	P00698	129	147.0	87.75510204081633	reviewed
1XGT	X-ray diffraction	2.1	P00698	129	147.0	87.75510204081633	reviewed
3N85	X-ray diffraction	3.2	P04626	624	1255.0	49.721115537848604	reviewed
4U6H	X-ray diffraction	3.1	P07612	184	250.0	73.6	reviewed
1YY9	X-ray diffraction	2.605	P00533	618	1210.0	51.074380165289256	reviewed
4GXU	X-ray diffraction	3.294	Q9WFX3	327	566.0	57.773851590106005	reviewed
3LZF	X-ray diffraction	2.8	Q9WFX3	327	566.0	57.773851590106005	reviewed
4HRN	X-ray diffraction	2.65	P04626	97	1255.0	7.729083665338646	reviewed
1N8Z	X-ray diffraction	2.52	P04626	607	1255.0	48.366533864541836	reviewed
2E7L	X-ray diffraction	2.5	A2NTU7	112			reviewed
2E7L	X-ray diffraction	2.5	A2NTY6	110			reviewed
2E7L	X-ray diffraction	2.5	P01897	181	362.0	50.0	reviewed
2J12	X-ray diffraction	1.5	Q80S15	194			reviewed
2J12	X-ray diffraction	1.5	P78310	128	365.0	35.06849315068493	reviewed
1NMB	X-ray diffraction	2.2	P05803	470	470.0	100.0	reviewed
3NPS	X-ray diffraction	1.5	Q9Y5Y6	241	855.0	28.18713450292398	reviewed
3BK3	X-ray diffraction	2.7	P12643	114	396.0	28.78787878787879	reviewed
3BK3	X-ray diffraction	2.7	Q5D734	66			reviewed
2JEL	X-ray diffraction	2.5	P0AA04	85	85.0	100.0	reviewed
2O3B	X-ray diffraction	2.3	P38446	240	274.0	87.59124087591242	reviewed
2O3B	X-ray diffraction	2.3	A0ACD6B9A1	134			reviewed
2VIS	X-ray diffraction	3.25	Q99LC4	111			reviewed
2VIS	X-ray diffraction	3.25	P03437	282	566.0	49.82332155477032	reviewed
2VIR	X-ray diffraction	3.25	Q99LC4	111			reviewed
2VIR	X-ray diffraction	3.25	P03437	282	566.0	49.82332155477032	reviewed
1JCK	X-ray diffraction	3.5	P0A0L5	239	266.0	89.84962406015038	reviewed
1M9E	X-ray diffraction	1.72	P62937	164	165.0	99.39393939393939	reviewed
1M9E	X-ray diffraction	1.72	Q72497	146			reviewed
2B42	X-ray diffraction	2.5	Q8H0K8	381			reviewed
2B42	X-ray diffraction	2.5	P18429	185	213.0	86.85446009389672	reviewed
2I26	X-ray diffraction	2.5	P00698	129	147.0	87.75510204081633	reviewed
2I26	X-ray diffraction	2.5	Q8JGG7	84			reviewed
5C6T	X-ray diffraction	3.6	P13201	612	907.0	67.47519294377067	reviewed
1YQV	X-ray diffraction	1.7	P00698	129	147.0	87.75510204081633	reviewed
1TM1	X-ray diffraction	1.7	P00782	275	382.0	71.98952879581152	reviewed
1TM1	X-ray diffraction	1.7	Q40059	64			reviewed
4CVW	X-ray diffraction	2.67	O48541	482	904.0	53.31858407079646	unreviewed
4CVW	X-ray diffraction	2.67	Q2V8X0	114	147.0	77.55102040816327	unreviewed
